KGB,Konge,PG,KGB,Konge,
KKH,Kongiganak,US,KKH,Kongiganak,
GKO,Kongoboumba,GA,GKO,Kongoboumba,
KOO,Kongolo,CD,KOO,Kongolo,
KON,Kontum,VN,KON,Kontum,
KYA,Konya,TR,KYA,Konya,
KOH,Koolatah,AU,KOH,Koolatah,
KKP,Koolburra,AU,KKP,Koolburra,
KQB,Koonibba,AU,KQB,Koonibba,
OPA,Kopasker,IS,OPA,Kopasker,
KPA,Kopiago,PG,KPA,Kopiago,
HGO,Korhogo,CI,HGO,Korhogo,
KRL,Korla,CN,KRL,Korla,
KXF,Koro Island,FJ,KXF,Koro Island,
KDE,Koroba,PG,KDE,Koroba,
KVU,Korolevu,FJ,KVU,Korolevu,
ROR,Koror,PW,ROR,Koror (Airai),Airai
KJK,Kortrijk,BE,KJK,Kortrijk,
KGS,Kos,GR,KGS,Kos,
OSX,Kosciusko,US,OSX,Kosciusko (Attala County),Attala County
KSC,Kosice,SK,KSC,Kosice (Barca),Barca
KSP,Kosipe,PG,KSP,Kosipe,
KSA,Kosrae,FM,KSA,Kosrae,
KSN,Kostanay,KZ,KSN,Kostanay,
KST,Kosti,SD,KST,Kosti,
KMW,Kostroma,RU,KMW,Kostroma,
OSZ,Koszalin,PL,OSZ,Koszalin,
KTU,Kota,IN,KTU,Kota,
KBR,Kota Bharu,MY,KBR,Kota Bharu (Pengkalan Chepa),Pengkalan Chepa
BKI,Kota Kinabalu,MY,BKI,Kota Kinabalu,
KLI,Kota Koli,CD,KLI,Kota Koli,
KOD,Kotabangun,ID,KOD,Kotabangun,
KBU,Kotabaru,ID,KBU,Kotabaru,
KSZ,Kotlas,RU,KSZ,Kotlas,
KOT,Kotlik,US,KOT,Kotlik,
OTZ,Kotzebue,US,OTZ,Kotzebue,
KDF,Kouba,DZ,KDF,Kouba,
KOU,Koulamoutou,GA,KOU,Koulamoutou,
KOC,Koumac,NC,KOC,Koumac,
KOL,Koumala,CF,KOL,Koumala,
SBI,Koundara,GN,SBI,Koundara (Sambailo),Sambailo
KOB,Koutaba,CM,KOB,Koutaba,
KTX,Koutiala,ML,KTX,Koutiala,
QVY,Kouvola,FI,UTI,Kouvola (Utti),Utti
KWM,Kowanyama,AU,KWM,Kowanyama,
KKA,Koyuk,US,KKA,Koyuk,
KYU,Koyukuk,US,KYU,Koyukuk,
KZI,Kozani,GR,KZI,Kozani (Philippos),Philippos
CCJ,Kozhikode,IN,CCJ,Kozhikode,
KBV,Krabi,TH,KBV,Krabi,
KZD,Krakor,KH,KZD,Krakor,
KRK,Krakow,PL,KRK,Krakow (J. Paul II Balice Intl),J. Paul II Balice Intl
KRQ,Kramatorsk,UA,KRQ,Kramatorsk,
KRF,Kramfors,SE,KRF,Kramfors,
KRR,Krasnodar,RU,KRR,Krasnodar,
KJA,Krasnojarsk,RU,KJA,Krasnojarsk,
KTI,Kratie,KH,KTI,Kratie,
KHU,Kremenchug,UA,KHU,Kremenchug,
KBI,Kribi,CM,KBI,Kribi,
KRS,Kristiansand,NO,KRS,Kristiansand (Kjevik),Kjevik
KID,Kristianstad,SE,KID,Kristianstad,
KSU,Kristiansund,NO,KSU,Kristiansund (Kvernberget),Kvernberget
KWG,Krivoy Rog,UA,KWG,Krivoy Rog,
SEK,Ksar Es Souk,MA,SEK,Ksar Es Souk,
KUL,Kuala Lumpur,MY,KUL,Kuala Lumpur (International),International
KUL,Kuala Lumpur,MY,SZB,Kuala Lumpur (Sultan Abdul Aziz Shah),Sultan Abdul Aziz Shah
TGG,Kuala Terengganu,MY,TGG,Kuala Terengganu (Sultan Mahmood),Sultan Mahmood
KUA,Kuantan,MY,KUA,Kuantan,
ZJB,Kuantan,MY,ZJB,Kuantan (Kuantan Port),Kuantan Port
KUG,Kubin Island,AU,KUG,Kubin Island,
KCH,Kuching,MY,KCH,Kuching,
KUD,Kudat,MY,KUD,Kudat,
AKF,Kufrah,LY,AKF,Kufrah,
YBB,Kugaaruk,CA,YBB,Kugaaruk,
YCO,Kugluktuk/Coppermine,CA,YCO,Kugluktuk/Coppermine (Kugluktuk),Kugluktuk
KUW,Kugururok River,US,KUW,Kugururok River,
SVP,Kuito,AO,SVP,Kuito,
KUE,Kukundu,SB,KUE,Kukundu,
KGR,Kulgera,AU,KGR,Kulgera,
LKK,Kulik Lake,US,LKK,Kulik Lake,
KUU,Kulu,IN,KUU,Kulu (Bhuntar),Bhuntar
KUS,Kulusuk,GL,KUS,Kulusuk,
TJU,Kulyab,TJ,TJU,Kulyab,
KMJ,Kumamoto,JP,KMJ,Kumamoto,
KMS,Kumasi,GH,KMS,Kumasi,
UEO,Kumejima,JP,UEO,Kumejima,
CMU,Kundiawa,PG,CMU,Kundiawa (Chimbu),Chimbu
UND,Kunduz,AF,UND,Kunduz,
KGM,Kungum,PG,KGM,Kungum,
KMG,Kunming,CN,KMG,Kunming,
KNX,Kununurra,AU,KNX,Kununurra,
KUO,Kuopio,FI,KUO,Kuopio,
KEV,Kuorevesi,FI,KEV,Kuorevesi (Halli),Halli
KOE,Kupang,TL,KOE,Kupang (Eltari),Eltari
UUK,Kuparuk,US,UUK,Kuparuk,
KUP,Kupiano,PG,KUP,Kupiano,
KCA,Kuqa,CN,KCA,Kuqa,
KUR,Kuran-O-Munjan,AF,KUR,Kuran-O-Munjan,
URE,Kuressaare,EE,URE,Kuressaare,
KRO,Kurgan,RU,KRO,Kurgan,
KUQ,Kuri,PG,KUQ,Kuri,
KUC,Kuria,KI,KUC,Kuria,
URS,Kursk,RU,URS,Kursk,
KMH,Kuruman,ZA,KMH,Kuruman,
KRD,Kurundi,AU,KRD,Kurundi,
KPG,Kurupung,GY,KPG,Kurupung,
KWV,Kurwina,PG,KWV,Kurwina,
KUJ,Kushimoto,JP,KUJ,Kushimoto,
KUH,Kushiro,JP,KUH,Kushiro,
KUT,Kutaisi,GE,KUT,Kutaisi,
YVP,Kuujjuaq,CA,YVP,Kuujjuaq,
YGW,Kuujjuarapik,CA,YGW,Kuujjuarapik,
KAO,Kuusamo,FI,KAO,Kuusamo,
KWI,Kuwait,KW,KWI,Kuwait (International),International
KUX,Kuyol,PG,KUX,Kuyol,
KWR,Kwai Harbour,SB,KWR,Kwai Harbour,
KWS,Kwailabesi,SB,KWS,Kwailabesi (Kwailabesi Aerodrom),Kwailabesi Aerodrom
KWA,Kwajalein,MH,KWA,Kwajalein,
EAL,Kwajalein Atoll,MH,EAL,Kwajalein Atoll (Elenak),Elenak
KWT,Kwethluk,US,KWT,Kwethluk,
KWK,Kwigillingok,US,KWK,Kwigillingok,
KTZ,Kwun Tong,HK,KTZ,Kwun Tong,
KYP,Kyaukpyu,MM,KYP,Kyaukpyu,
KYT,Kyauktaw,MM,KYT,Kyauktaw,
UKY,Kyoto,JP,UKY,Kyoto,
KYZ,Kyzyl,RU,KYZ,Kyzyl,
KZO,Kzyl-Orda,KZ,KZO,Kzyl-Orda,
LBY,La Baule,FR,LBY,La Baule (Montoir),Montoir
LCE,La Ceiba,HN,LCE,La Ceiba (Goloson International),Goloson International
LCR,La Chorrera,CO,LCR,La Chorrera,
LCL,La Coloma,CU,LCL,La Coloma,
LCG,La Coruna,ES,LCG,La Coruna,
LSE,La Crosse,US,LSE,La Crosse (Municipal),Municipal
LCM,La Cumbre,AR,LCM,La Cumbre,
DSD,La Desirade,GP,DSD,La Desirade,
LEZ,La Esperanza,HN,LEZ,La Esperanza,
LFR,La Fria,VE,LFR,La Fria,
LGD,La Grande,US,LGD,La Grande,
YGL,La Grande,CA,YGL,La Grande,
LGC,La Grange,US,LGC,La Grange (Calloway),Calloway
LAG,La Guaira,VE,LAG,La Guaira,
PLP,La Palma,PA,PLP,La Palma,
NDO,La Palma Del Condado,ES,NDO,La Palma Del Condado,
LPB,La Paz,BO,LPB,La Paz (El Alto),El Alto
LAP,La Paz,MX,LAP,La Paz (Leon),Leon
LPD,La Pedrera,CO,LPD,La Pedrera,
PLG,La Plagne,FR,PLG,La Plagne,
LPG,La Plata,AR,LPG,La Plata,
LPE,La Primavera,CO,LPE,La Primavera,
IRJ,La Rioja,AR,IRJ,La Rioja,
EDM,La Roche,FR,EDM,La Roche (Les Ajoncs),Les Ajoncs
LRH,La Rochelle,FR,LRH,La Rochelle (Laleu),Laleu
LRM,La Romana,DO,LRM,La Romana,
YVC,La Ronge,CA,YVC,La Ronge,
SSQ,La Sarre,CA,SSQ,La Sarre,
LSC,La Serena,CL,LSC,La Serena (La Florida),La Florida
ZLT,La Tabatiere,CA,ZLT,La Tabatiere,
YLQ,La Tuque,CA,YLQ,La Tuque,
LUI,La Union,HN,LUI,La Union,
LAT,La Uribe,CO,LAT,La Uribe,
POC,La Verne,US,POC,La Verne (Brackett Field),Brackett Field
LRC,Laarbruch,DE,LRC,Laarbruch (R.A.F.),R.A.F.
EUN,Laayoune,MA,EUN,Laayoune (Hassan I),Hassan I
LBS,Labasa,FJ,LBS,Labasa,
LEK,Labe,GN,LEK,Labe,
LAB,Lablab,PG,LAB,Lablab,
WLB,Labouchere Bay,US,WLB,Labouchere Bay,
LBR,Labrea,BR,LBR,Labrea,
LBU,Labuan,MY,LBU,Labuan,
LBJ,Labuan Bajo,ID,LBJ,Labuan Bajo (Mutiara),Mutiara
LAH,Labuha,ID,LAH,Labuha,
YLB,Lac Biche,CA,YLB,Lac Biche,
XLB,Lac Brochet,CA,XLB,Lac Brochet,
LCI,Laconia,US,LCI,Laconia (Municipal),Municipal
LDO,Ladouanie,SR,LDO,Ladouanie,
LYT,Lady Elliot Island,AU,LYT,Lady Elliot Island,
LAY,Ladysmith,ZA,LAY,Ladysmith,
LAE,Lae,PG,LAE,Lae (Nadzab),Nadzab
LML,Lae Island,MH,LML,Lae Island,
BYR,Laeso Island,DK,BYR,Laeso Island (Laeso),Laeso
LAF,Lafayette,US,LAF,Lafayette (Purdue University),Purdue University
LFT,Lafayette,US,LFT,Lafayette (Lafayette Regional),Lafayette Regional
YLF,LaForges,CA,YLF,LaForges,
LAJ,Lages,BR,LAJ,Lages,
LOO,Laghouat,DZ,LOO,Laghouat (L'Mekrareg),L'Mekrareg
LGQ,Lago Agrio,EC,LGQ,Lago Agrio,
ING,Lago Argentino,AR,ING,Lago Argentino,
LOS,Lagos,NG,LOS,Lagos (Murtala Muhammed),Murtala Muhammed
LOM,Lagos de Moreno,MX,LOM,Lagos de Moreno (Francisco P. V. y R.),Francisco P. V. y R.
YAR,Lagrande 3,CA,YAR,Lagrande 3,
YAH,Lagrande 4,CA,YAH,Lagrande 4,
LCO,Lague,CG,LCO,Lague,
LGY,Lagunillas,VE,LGY,Lagunillas,
LDU,Lahad Datu,MY,LDU,Lahad Datu,
LHE,Lahore,PK,LHE,Lahore,
LHA,Lahr,DE,LHA,Lahr,
LTC,Lai,TD,LTC,Lai,
LGM,Laiagam,PG,LGM,Laiagam,
LBN,Lake Baringo,KE,LBN,Lake Baringo,
LCH,Lake Charles,US,CWF,Lake Charles (Chennault Int'l.),Chennault Int'l.
LCH,Lake Charles,US,LCH,Lake Charles (Municipal),Municipal
LEL,Lake Evella,AU,LEL,Lake Evella,
XES,Lake Geneva,US,XES,Lake Geneva (Municipal),Municipal
LGE,Lake Gregory,AU,LGE,Lake Gregory,
HII,Lake Havasu City,US,HII,Lake Havasu City (Municipal),Municipal
LJN,Lake Jackson,US,LJN,Lake Jackson (Brazoria County),Brazoria County
LKY,Lake Manyara,TZ,LKY,Lake Manyara,
LMA,Lake Minchumina,US,LMA,Lake Minchumina,
LMY,Lake Murray,PG,LMY,Lake Murray,
LNH,Lake Nash,AU,LNH,Lake Nash,
LKP,Lake Placid,US,LKP,Lake Placid,
LKU,Lake Rudolf,KE,LKU,Lake Rudolf,
LKB,Lakeba,FJ,LKB,Lakeba,
LFP,Lakefield,AU,LFP,Lakefield,
NEL,Lakehurst,US,NEL,Lakehurst (Naec),Naec
LAL,Lakeland,US,LAL,Lakeland (Municipal),Municipal
LKD,Lakeland Downs,AU,LKD,Lakeland Downs,
LKS,Lakeside,US,LKS,Lakeside,
LKV,Lakeview,US,LKV,Lakeview (Lake County),Lake County
LKT,Lakota,CI,LKT,Lakota,
LKL,Lakselv,NO,LKL,Lakselv (Banak),Banak
LLI,Lalibela,ET,LLI,Lalibela,
LAV,Lalomalava,WS,LAV,Lalomalava,
LMC,Lamacarena,CO,LMC,Lamacarena,
LRL,Lama-Kara,TG,LRL,Lama-Kara,
LPM,Lamap,VU,LPM,Lamap,
LAA,Lamar,US,LAA,Lamar (Lamar Field),Lamar Field
LMG,Lamassa,PG,LMG,Lamassa,
LBQ,Lambarene,GA,LBQ,Lambarene,
LNB,Lamen Bay,VU,LNB,Lamen Bay,
LFM,Lamerd,IR,LFM,Lamerd,
SUF,Lamezia-Terme,IT,SUF,Lamezia-Terme (S Eufemia),S Eufemia
LDN,Lamidanda,NP,LDN,Lamidanda,
LPT,Lampang,TH,LPT,Lampang,
LMP,Lampedusa,IT,LMP,Lampedusa,
LAU,Lamu,KE,LAU,Lamu,
LNY,Lanai City,US,LNY,Lanai City,
WJF,Lancaster,US,RZH,Lancaster (Quartz Hill),Quartz Hill
WJF,Lancaster,US,WJF,Lancaster (William J Fox),William J Fox
LNS,Lancaster,US,LNS,Lancaster,
LND,Lander,US,LND,Lander (Hunt Field),Hunt Field
LDV,Landivisiau,FR,LDV,Landivisiau,
LEQ,Lands End,GB,LEQ,Lands End,
YLA,Langara,CA,YLA,Langara,
LGO,Langeoog,DE,LGO,Langeoog,
LUV,Langgur,ID,LUV,Langgur,
LNM,Langimar,PG,LNM,Langimar,
LGK,Langkawi,MY,LGK,Langkawi,
YLY,Langley,CA,YLY,Langley (Regional),Regional
LTG,Langtang,NP,LTG,Langtang,
LAI,Lannion,FR,LAI,Lannion (Servel),Servel
LDW,Lansdowne,AU,LDW,Lansdowne,
YLH,Lansdowne House,CA,YLH,Lansdowne House,
LAN,Lansing,US,LAN,Lansing (Capital City),Capital City
ACE,Lanzarote,ES,ACE,Lanzarote,
LHW,Lanzhou,CN,LHW,Lanzhou,
LHW,Lanzhou,CN,LZD,Lanzhou (Lanzhoudong),Lanzhoudong
LHW,Lanzhou,CN,ZGC,Lanzhou (Zhongchuan),Zhongchuan
LAO,Laoag,PH,LAO,Laoag,
LPO,Laporte,US,LPO,Laporte (Municipal),Municipal
LPP,Lappeenranta,FI,LPP,Lappeenranta,
LRR,Lar,IR,LRR,Lar,
LAR,Laramie,US,LAR,Laramie (General Brees Field),General Brees Field
LKA,Larantuka,ID,LKA,Larantuka,
LRD,Laredo,US,LRD,Laredo (International),International
LRA,Larisa,GR,LRA,Larisa,
LCA,Larnaca,CY,LCA,Larnaca,
KLN,Larsen Bay,US,KLN,Larsen Bay (Sea Plane Base),Sea Plane Base
LCS,Las Canas,CR,LCS,Las Canas,
LRU,Las Cruces,US,LRU,Las Cruces (Municipal),Municipal
LGT,Las Gaviotas,CO,LGT,Las Gaviotas,
LHS,Las Heras,AR,LHS,Las Heras,
LKR,Las Khoreh,SO,LKR,Las Khoreh,
LLH,Las Limas,HN,LLH,Las Limas,
LLS,Las Lomitas,AR,LLS,Las Lomitas,
LPA,Las Palmas,ES,LPA,Las Palmas (Arpt De Gran Canaria),Arpt De Gran Canaria
LSP,Las Piedras,VE,LSP,Las Piedras (Josefa Camejo),Josefa Camejo
VTU,Las Tunas,CU,VTU,Las Tunas,
LVS,Las Vegas,US,LVS,Las Vegas,
LAS,Las Vegas,US,HSH,Las Vegas (Henderson Sky Harbor),Henderson Sky Harbor
LAS,Las Vegas,US,LAS,Las Vegas (Mccarran International),Mccarran International
LAS,Las Vegas,US,LSV,Las Vegas (Nellis AFB),Nellis AFB
LAS,Las Vegas,US,VGT,Las Vegas (North Air Terminal),North Air Terminal
LSH,Lashio,MM,LSH,Lashio,
LTL,Lastourville,GA,LTL,Lastourville,
LTX,Latacunga,EC,LTX,Latacunga (Cotapaxi International),Cotapaxi International
LTK,Latakia,SY,LTK,Latakia,
LRO,Lathrop,US,LRO,Lathrop (Sharpe AAF),Sharpe AAF
LTH,Lathrop Wells,US,LTH,Lathrop Wells,
LBE,Latrobe,US,LBE,Latrobe (Westmoreland County),Westmoreland County
LTB,Latrobe,AU,LTB,Latrobe,
LUC,Laucala Is,FJ,LUC,Laucala Is,
LST,Launceston,AU,LST,Launceston,
LUU,Laura,AU,LUU,Laura,
LUT,Laura Station,AU,LUT,Laura Station,
LUL,Laurel,US,PIB,Laurel (Hattiesburg-Laurel Reg),Hattiesburg-Laurel Reg
LUL,Laurel,US,LUL,Laurel (Hesler-Noble Field),Hesler-Noble Field
LRQ,Laurie River,CA,LRQ,Laurie River,
QLX,Lauterach,AT,QLX,Lauterach,
LVA,Laval,FR,LVA,Laval (Entrammes),Entrammes
LVP,Lavan,IR,LVP,Lavan,
LVO,Laverton,AU,LVO,Laverton,
LWY,Lawas,MY,LWY,Lawas,
LWH,Lawn Hill,AU,LWH,Lawn Hill,
LWC,Lawrence,US,LWC,Lawrence,
LWM,Lawrence,US,LWM,Lawrence,
LWV,Lawrenceville,US,LWV,Lawrenceville (Municipal),Municipal
LVL,Lawrenceville,US,LVL,Lawrenceville,
LAW,Lawton,US,LAW,Lawton (Municipal),Municipal
LZC,Lazaro Cardenas,MX,LZC,Lazaro Cardenas,
CTT,Le Castellet,FR,CTT,Le Castellet,
LEH,Le Havre,FR,LEH,Le Havre (Octeville),Octeville
LME,Le Mans,FR,LME,Le Mans (Arnage),Arnage
LPY,Le Puy,FR,LPY,Le Puy (Loudes),Loudes
LTQ,Le Touquet,FR,LTQ,Le Touquet,
LXV,Leadville,US,LXV,Leadville,
XLF,Leaf Bay,CA,XLF,Leaf Bay,
YLR,Leaf Rapids,CA,YLR,Leaf Rapids,
LEA,Learmonth,AU,LEA,Learmonth,
LEF,Lebakeng,LS,LEF,Lebakeng,
LEB,Lebanon,US,LEB,Lebanon (Regional),Regional
YLS,Lebel-Sur-Quevillon,CA,YLS,Lebel-Sur-Quevillon,
LCC,Lecce,IT,LCC,Lecce (Galatina),Galatina
LEO,Leconi,GA,LEO,Leconi,
LBA,Leeds,GB,LBA,Leeds (Leeds/Bradford),Leeds/Bradford
LEE,Leesburg,US,LEE,Leesburg,
LWR,Leeuwarden,NL,LWR,Leeuwarden,
LGP,Legaspi,PH,LGP,Legaspi,
LGZ,Leguizamo,CO,LGZ,Leguizamo,
IXL,Leh,IN,IXL,Leh,
LHP,Lehu,PG,LHP,Lehu,
LID,Leiden,NL,LID,Leiden (Valkenburg),Valkenburg
LGH,Leigh Creek,AU,LGH,Leigh Creek,
LER,Leinster,AU,LER,Leinster,
LEJ,Leipzig/Halle,DE,LEJ,Leipzig/Halle,
LTF,Leitre,PG,LTF,Leitre,
LKC,Lekana,CG,LKC,Lekana,
LKN,Leknes,NO,LKN,Leknes,
LEY,Lelystad,NL,LEY,Lelystad,
LRJ,Lemars,US,LRJ,Lemars (Municipal),Municipal
LEM,Lemmon,US,LEM,Lemmon,
NLC,Lemoore,US,NLC,Lemoore (NAS Reeves Field),NAS Reeves Field
XLW,Lemwerder,DE,XLW,Lemwerder,
LEC,Lencois,BR,LEC,Lencois (Chapada Diamantina),Chapada Diamantina
LNC,Lengbati,PG,LNC,Lengbati,
XLU,Leo,BF,XLU,Leo,
LEN,Leon,ES,LEN,Leon,
BJX,Leon/Guanajuato,MX,BJX,Leon/Guanajuato (Del Bajio),Del Bajio
LTW,Leonardtown,US,LTW,Leonardtown (St Marys County),St Marys County
LNO,Leonora,AU,LNO,Leonora,
LEP,Leopoldina,BR,LEP,Leopoldina,
LHI,Lereh,ID,LHI,Lereh,
LRB,Leribe,LS,LRB,Leribe,
LPN,Leron Plains,PG,LPN,Leron Plains,
LRS,Leros,GR,LRS,Leros,
CYA,Les Cayes,HT,CYA,Les Cayes,
LSO,Les Sables,FR,LSO,Les Sables (Talmont),Talmont
LNG,Lese,PG,LNG,Lese,
LDG,Leshukonskoye,RU,LDG,Leshukonskoye,
LES,Lesobeng,LS,LES,Lesobeng,
YQL,Lethbridge,CA,YQL,Lethbridge,
LTM,Lethem,GY,LTM,Lethem,
LET,Leticia,CO,LET,Leticia (Gen. A.V. Cobo),Gen. A.V. Cobo
LTR,Letterkenny,IE,LTR,Letterkenny,
KLL,Levelock,US,KLL,Levelock,
LWB,Lewisburg,US,LWB,Lewisburg (Greenbrier Valley),Greenbrier Valley
LWS,Lewiston,US,LWS,Lewiston (Nez Perce County Rgnl),Nez Perce County Rgnl
LEW,Lewiston,US,LEW,Lewiston (Auburn),Auburn
RED,Lewiston,US,RED,Lewiston (Mifflin County),Mifflin County
LWT,Lewistown,US,LWT,Lewistown (Municipal),Municipal
LWE,Lewoleba,ID,LWE,Lewoleba,
LEX,Lexington,US,LEX,Lexington (Blue Grass),Blue Grass
LEX,Lexington,US,LSD,Lexington (Creech AAF),Creech AAF
LXN,Lexington,US,LXN,Lexington,
LXA,Lhasa,CN,LXA,Lhasa,
LSX,Lhok Sukon,ID,LSX,Lhok Sukon,
LSW,Lhoksumawe,ID,LSW,Lhoksumawe,
LIA,Liangping,CN,LIA,Liangping,
LYG,Lianyungang,CN,LYG,Lianyungang,
LIE,Libenge,CD,LIE,Libenge,
LBL,Liberal,US,LBL,Liberal (Municipal),Municipal
LIR,Liberia,CR,LIR,Liberia,
LLB,Libo City,CN,LLB,Libo City (Libo),Libo
LBK,Liboi,KE,LBK,Liboi,
LBV,Libreville,GA,LBV,Libreville,
VXC,Lichinga,MZ,VXC,Lichinga,
LDK,Lidkoping,SE,LDK,Lidkoping (Hovby),Hovby
LGG,Liege,BE,LGG,Liege (Bierset),Bierset
LPX,Liepaya,LV,LPX,Liepaya,
LIF,Lifou,NC,LIF,Lifou,
LHG,Lightning Ridge,AU,LHG,Lightning Ridge,
LNV,Lihir Island,PG,LNV,Lihir Island,
LJG,Lijiang City,CN,LJG,Lijiang City (Lijiang),Lijiang
LIK,Likiep Island,MH,LIK,Likiep Island,
LIX,Likoma Island,MW,LIX,Likoma Island (Likoma),Likoma
IXI,Lilabari,IN,IXI,Lilabari,
LIL,Lille,FR,LIL,Lille (Lesquin),Lesquin
LLW,Lilongwe,MW,LLW,Lilongwe (International),International
AOH,Lima,US,AOH,Lima (Allen County),Allen County
LIM,Lima,PE,LIM,Lima (J Chavez Intl),J Chavez Intl
LMN,Limbang,MY,LMN,Limbang,
VCC,Limbe,CM,VCC,Limbe,
LIB,Limbunya,AU,LIB,Limbunya,
LMR,Lime Acres,ZA,LMR,Lime Acres,
LVD,Lime Village,US,LVD,Lime Village,
LIZ,Limestone,US,LIZ,Limestone (Loring AFB),Loring AFB
LXS,Limnos,GR,LXS,Limnos,
LIG,Limoges,FR,LIG,Limoges (Bellegarde),Bellegarde
LIC,Limon,US,LIC,Limon (Municipal),Municipal
LIO,Limon,CR,LIO,Limon,
LMH,Limon,HN,LMH,Limon,
LZY,Lin Zhi,CN,LZY,Lin Zhi,
LNJ,Lincang,CN,LNJ,Lincang,
LNK,Lincoln,US,LNK,Lincoln (Municipal),Municipal
LRK,Lincoln Rock,US,LRK,Lincoln Rock (Coast Guard),Coast Guard
LLP,Linda Downs,AU,LLP,Linda Downs,
LDC,Lindeman Island,AU,LDC,Lindeman Island,
LDJ,Linden,US,LDJ,Linden,
LDI,Lindi,TZ,LDI,Lindi (Kikwetu),Kikwetu
LGN,Linga Linga,PG,LGN,Linga Linga,
LLF,LingLing,CN,LLF,LingLing,
LPI,Linkoping,SE,LPI,Linkoping,
LIP,Lins,BR,LIP,Lins,
LXI,Linxi,CN,LXI,Linxi,
LYI,Linyi,CN,LYI,Linyi,
LNZ,Linz,AT,LNZ,Linz (Hoersching),Hoersching
ZIP,Lipari,IT,ZIP,Lipari (Harbour (Eolie Island)),Harbour (Eolie Island)
LPK,Lipetsk,RU,LPK,Lipetsk,
HZH,Liping City,CN,HZH,Liping City (Liping),Liping
LIQ,Lisala,CD,LIQ,Lisala,
LIS,Lisbon,PT,LIS,Lisbon (Lisboa),Lisboa
LHN,Lishan,TW,LHN,Lishan,
LSY,Lismore,AU,LSY,Lismore,
LLL,Lissadell,AU,LLL,Lissadell,
LYB,Little Cayman,KY,LYB,Little Cayman,
ZGR,Little Grand Rapids,CA,ZGR,Little Grand Rapids,
WLN,Little Naukati,US,WLN,Little Naukati,
LPW,Little Port Walter,US,LPW,Little Port Walter,
LIT,Little Rock,US,LIT,Little Rock (Regional),Regional
LZH,Liuzhou,CN,LZH,Liuzhou,
LIV,Livengood,US,LIV,Livengood,
LVK,Livermore,US,LVK,Livermore,
LPL,Liverpool,GB,LPL,Liverpool (Liverpool John Lennon),Liverpool John Lennon
LVM,Livingston,US,LVM,Livingston (Mission Field),Mission Field
LVI,Livingstone,ZM,LVI,Livingstone,
LVB,Livramento,BR,LVB,Livramento (Dos Galpoes),Dos Galpoes
LZR,Lizard Island,AU,LZR,Lizard Island,
LJU,Ljubljana,SI,LJU,Ljubljana (Brnik),Brnik
YLL,Lloydminster,CA,YLL,Lloydminster,
LNQ,Loani,PG,LNQ,Loani,
LOQ,Lobatse,BW,LOQ,Lobatse,
LOC,Lock,AU,LOC,Lock,
LHV,Lock Haven,US,LHV,Lock Haven (W T Piper Memorial),W T Piper Memorial
IRG,Lockhart River,AU,IRG,Lockhart River,
LOT,Lockport,US,LOT,Lockport (Lewis Lockport),Lewis Lockport
LDR,Lodar,YE,LDR,Lodar,
LJA,Lodja,CD,LJA,Lodja,
LOK,Lodwar,KE,LOK,Lodwar,
LCJ,Lodz,PL,LCJ,Lodz (Lodz Lublinek),Lodz Lublinek
LOE,Loei,TH,LOE,Loei,
LOF,Loen,MH,LOF,Loen,
LGU,Logan,US,LGU,Logan (Cache),Cache
RJL,Logrono,ES,RJL,Logrono (Agoncillo),Agoncillo
LIW,Loikaw,MM,LIW,Loikaw,
LOH,Loja,EC,LOH,Loja,
LKG,Lokichoggio,KE,LKG,Lokichoggio,
LFW,Lome,TG,LFW,Lome,
LPC,Lompoc,US,LPC,Lompoc,
LPC,Lompoc,US,VBG,Lompoc (Vandenberg AFB),Vandenberg AFB
LCP,Loncopue,AR,LCP,Loncopue,
LDZ,Londolozi,ZA,LDZ,Londolozi,
LON,London,GB,BQH,London (Biggin Hill),Biggin Hill
LON,London,GB,LGW,London (Gatwick),Gatwick
LON,London,GB,LHR,London (Heathrow),Heathrow
LON,London,GB,LCY,London (London City),London City
LON,London,GB,LTN,London (Luton),Luton
LON,London,GB,STN,London (Stansted),Stansted
LOZ,London,US,LOZ,London (Corbin-London),Corbin-London
YXU,London,CA,YXU,London,
LDY,Londonderry,GB,LDY,Londonderry (Eglinton),Eglinton
LDB,Londrina,BR,LDB,Londrina,
LNR,Lone Rock,US,LNR,Lone Rock (Tri County),Tri County
LNI,Lonely,US,LNI,Lonely (Dew Station),Dew Station
LKH,Long Akah,MY,LKH,Long Akah,
LPU,Long Apung,ID,LPU,Long Apung,
LBP,Long Banga,MY,LBP,Long Banga (Long Banga Airfield),Long Banga Airfield
LBW,Long Bawan,ID,LBW,Long Bawan,
LGB,Long Beach,US,LGB,Long Beach (Municipal),Municipal
LIJ,Long Island,US,LIJ,Long Island,
LGI,Long Island,BS,LGI,Long Island (Deadmans Cay),Deadmans Cay
LSJ,Long Island,PG,LSJ,Long Island,
HAP,Long Island,AU,HAP,Long Island,
LLM,Long Lama,MY,LLM,Long Lama,
LGL,Long Lellang,MY,LGL,Long Lellang,
GSA,Long Pasia,MY,GSA,Long Pasia,
YLX,Long Point,CA,YLX,Long Point,
LSM,Long Semado,MY,LSM,Long Semado (Lawas),Lawas
ODN,Long Seridan,MY,ODN,Long Seridan,
LSU,Long Sukang,MY,LSU,Long Sukang,
XLO,Long Xuyen,VN,XLO,Long Xuyen,
